0,0.208900
1,0.211400
2,0.210000
3,0.207300
4,0.204500
5,0.203300
6,0.200900
7,0.198600
8,0.196300
9,0.194900
10,0.194600
11,0.192700
12,0.190800
13,0.190400
14,0.192800
15,0.189200
16,0.188600
17,0.187600
18,0.184800
19,0.184600
20,0.184300
21,0.187000
22,0.187400
23,0.186500
24,0.184900
25,0.185200
26,0.185100
27,0.184200
28,0.185700
29,0.186600
30,0.186400
31,0.188100
32,0.185400
33,0.186300
34,0.186700
35,0.184900
36,0.186300
37,0.186500
38,0.187700
39,0.187900
40,0.185400
41,0.185900
42,0.189100
43,0.187500
44,0.186800
45,0.187000
46,0.188100
47,0.189400
48,0.189700
49,0.188600
50,0.188000
51,0.187600
52,0.189500
53,0.189600
54,0.189700
55,0.190600
56,0.191500
57,0.192200
58,0.193600
59,0.193200
60,0.190100
61,0.192600
62,0.192700
63,0.193900
64,0.196200
65,0.195900
66,0.192800
67,0.194000
68,0.196100
69,0.196500
70,0.195800
71,0.197100
72,0.197800
73,0.197900
74,0.201600
75,0.199300
76,0.198800
77,0.197200
78,0.198600
79,0.199100
80,0.200900
81,0.200900
82,0.200300
83,0.199900
84,0.201400
85,0.202500
86,0.200300
87,0.201100
88,0.205700
89,0.203200
90,0.206500
91,0.202700
92,0.203000
93,0.204600
94,0.205200
95,0.203900
96,0.205100
97,0.208100
98,0.206500
99,0.209000
100,0.207200
101,0.208100
102,0.206900
103,0.212400
104,0.210500
105,0.211700
106,0.211000
107,0.211800
108,0.212600
109,0.213200
110,0.211200
111,0.214700
112,0.215800
113,0.215000
114,0.214500
115,0.213600
116,0.216900
117,0.215800
118,0.218700
119,0.217700
120,0.217200
121,0.217700
122,0.219400
123,0.220400
124,0.218900
125,0.219300
126,0.220800
127,0.221700
128,0.220800
129,0.224900
130,0.224700
131,0.220000
132,0.221900
133,0.223800
134,0.224000
135,0.223500
136,0.223800
137,0.227100
138,0.227100
139,0.227200
140,0.230400
141,0.231900
142,0.233600
143,0.228700
144,0.229600
145,0.229800
146,0.229400
147,0.232800
148,0.233900
149,0.231200
150,0.232000
151,0.231300
152,0.232700
153,0.234100
154,0.236100
155,0.237100
156,0.236300
157,0.237900
158,0.238600
159,0.238400
160,0.238400
161,0.239500
162,0.235400
163,0.237300
164,0.238500
165,0.237900
166,0.239000
167,0.239600
168,0.240200
169,0.241800
170,0.241900
171,0.241400
172,0.242600
173,0.242300
174,0.245500
175,0.248900
176,0.247100
177,0.244100
178,0.239800
179,0.239200
180,0.240300
181,0.240900
182,0.242900
183,0.242400
184,0.242100
185,0.243200
186,0.243700
187,0.245600
188,0.244200
189,0.244500
190,0.244400
191,0.246200
192,0.245800
193,0.246400
194,0.246200
195,0.247000
196,0.248000
197,0.249500
198,0.249400
199,0.250600
200,0.250000
